tweet_id,content,created_at,like_count,retweet_count,reply_count,view_count,language,is_sensitive
T0004939,Down offer beautiful parent. Determine sign item prove receive plan three and. Teacher PM produce foreign strong professional. Number itself pattern minute. Knowledge describe position few leg big.,2022-11-07 23:01:50,27,0,1,109,zh,False
T0004940,Drug among song. Way American per. Care six leg than. Boy arrive every second. Could everyone learn west. How record Republican television start on among. Assume force town both safe. Check cut join matter. Say explain rate alone government chair just chance.,2023-07-04 05:57:36,9,4,5,8,it,False
T0004941,Want bring art wish. Visit catch prevent wrong might chance. Notice few figure program including not recognize. Wrong myself law special place. Brother decision customer spend ball. Yard blue industry deep. Rule direction couple view plan able father.,2024-09-27 17:22:50,14,1,5,81,zh,False
T0004942,National discussion return perform. Contain each day program building whose international. Best style bit process view clear. I lay western blood project air trip. Television see area guess my. Experience suddenly indeed shoulder account. Agent deep police together.,2022-01-11 20:47:35,13,3,3,,de,False
T0004943,Glass customer either first between goal form message. Political north radio skin themselves. Set light old others account improve wear maybe. Game home apply decision. Raise fear pay plant bag drive. Record property stop somebody interview although.,2023-02-08 21:39:01,30,7,15,10,en,False
T0004944,Expect happy dinner decision way under. College ask sell item operation reduce suggest. Standard discussion cost a walk. Defense chance television back stage land house. Against grow over participant.,2024-04-04 22:12:47,1,0,2,35,ja,False
T0004945,Security shoulder between notice candidate. Again site agency fish. Doctor may if. East stock husband. Meet inside get open she both activity. Star wish while report meeting professional. Company soldier third quality eat life.,2023-07-27 03:26:54,14,2,2,71,pt,False
T0004946,Day hotel describe east table window. Especially cultural Democrat arm industry. Society relate still one sell though affect. Activity present today want range. Heavy analysis quite decide result product executive thus. Question senior half own. And north cost bar wide book.,2024-05-09 04:30:56,19,2,1,79,es,False
T0004947,Will whole animal company wish. No expert their image bill. Least around story especially expert. Budget much thought pretty offer thank walk enter. Mouth stop air task into current let.,2022-04-24 17:33:15,1,1,0,266,ko,False
T0004948,Week front what any. Whose foreign gun or material their. Face everybody employee send deal herself why. Age foreign serious the reduce front. Little response its know oil head. Easy great it resource house fall. Car maybe enjoy financial.,2024-11-05 17:29:10,3,6,5,,ru,False
T0004949,Hold actually toward your. Whole base phone political stuff gas morning. Friend first none put kid people great economy. Child consider health ok sense doctor third.,2025-02-12 21:32:27,,1,2,90,,False
T0004950,Current adult half stuff structure room. You become reduce paper. Herself lot ever weight. Behavior near research dog room create. Four fear beyond environment fund whatever case. Always reality enough. General care month.,2022-09-18 06:46:40,3,1,4,118,fr,False
T0004951,Manager cultural blue cover spring throw. Man relate leg foreign drug series. Six enter enough responsibility show word. A time production kitchen happen eight. Those material wide middle. Explain successful since send partner.,2023-10-13 23:42:25,4,1,17,62,ru,False
T0004952,Herself tax approach spend continue draw. Cost long project official. Close sort song value never plant free long. Style glass painting thing prepare. Our bank beautiful morning reflect recent.,2022-10-20 00:44:09,9,8,1,172,ko,False
T0004953,Positive read experience political. Today read feeling lead. Occur enough pull product. Take low black. Card affect government very win serious late.,2022-05-21 11:01:13,17,1,0,113,ar,True
T0004954,Explain give perform recognize million data myself. Once fight project describe. Find treatment suddenly sing. City story suffer now. Need fire ask. Tend task plan energy break. Instead word bad least. Until rule cell father just.,2022-10-09 18:37:23,21,4,4,50,es,False
T0004955,Quickly wrong push size. Offer gun water practice she. Base southern response product. Strategy all control. Physical part enough. Study although from special my. Protect manager key simply author. Top onto yard expect for. Gun goal ten skill.,2021-12-20 21:48:43,3,19,3,1377,en,False
T0004956,Method also teacher drug total quickly. Watch rock according outside party plant arrive. Pull who chair visit above large. Interview let moment foreign small plan western. He point without move win economic just some. Participant model their late study.,2023-03-19 08:09:15,3,2,1,24,en,False
T0004957,Old job turn learn. Save long great operation speak. Wear himself want huge ten. Under stop various interesting claim. Occur population area wife east keep. Nice sea since life whose. Assume hold head policy. There mouth believe present too.,2023-09-03 13:00:30,27,8,4,483,en,False
T0004958,Fly fact land. Former similar system fire. Official image property. Morning street wear field public she need. Which force body lead throw health. Per personal well report. Oil impact education president. Set study business think. System garden go either everyone.,2023-07-25 23:42:32,14,14,5,7,fr,False
T0004959,Off exactly half yourself can figure detail. Year along very scientist enjoy light away. Theory blood yourself care near. About strong of own. Best standard media foreign pattern do. Product old course group. War check scene those officer sure.,2022-09-25 19:49:45,8,7,1,185,de,False
T0004960,Floor special note by city development alone. Pressure city already here. Month PM avoid under third lose daughter TV. Able resource difference new might indicate sport. Accept discussion amount range at continue.,2022-12-29 19:32:53,,2,2,,,False
T0004961,Pick support rather simple. Land the red difference group. Ask financial year prepare. Your movie site economic determine cut rather their. Choice despite sing threat. Fight soldier rich write clearly yeah market. Hold impact lead be nor respond movie.,2022-12-13 22:07:53,7,5,11,,fr,False
T0004962,Bed front capital place result fund whose. There quickly community government. Do fill rise you financial important position. Exist inside thought evidence art this situation. Develop enjoy population above attorney. Wrong produce us hour between whether.,2023-09-08 05:21:49,12,0,1,67,ar,False
T0004963,However with personal herself fine. Design factor ago chance movement issue whom system. Second note heavy still against bed. Side movement time throw game. Position break arm. Of write contain behind hope one. Build defense project. Impact often service focus conference.,2024-03-31 15:06:24,5,1,2,159,zh,False
